DisNo.,type_name
2009-0140-USA,Fire
2009-0163-BRA,Broken Dam/Burst bank
2009-0163-BRA,"Slide (land, mud, snow, rock)"
2009-0165-PHL,Flood
2009-0165-PHL,"Slide (land, mud, snow, rock)"
2009-0168-AFG,"Slide (land, mud, snow, rock)"
2009-0170-GAB,Flood
2009-0171-VUT,"Slide (land, mud, snow, rock)"
2009-0174-PHL,Flood
2009-0174-PHL,"Slide (land, mud, snow, rock)"
2009-0176-TJK,"Slide (land, mud, snow, rock)"
2009-0184-USA,"Slide (land, mud, snow, rock)"
2009-0204-BGD,Broken Dam/Burst bank
2009-0204-BGD,Tsunami/Tidal wave
2009-0204-IND,Flood
2009-0204-IND,"Slide (land, mud, snow, rock)"
2009-0205-HND,"Slide (land, mud, snow, rock)"
2009-0207-BRA,Broken Dam/Burst bank
2009-0222-CHN,Flood
2009-0222-CHN,Hail
2009-0224-CHN,Flood
2009-0224-CHN,Hail
2009-0228-AUT,"Slide (land, mud, snow, rock)"
2009-0228-ROU,Lightening
2009-0230-AUS,Flood
2009-0234-NIC,"Slide (land, mud, snow, rock)"
2009-0236-GHA,Rain
2009-0239-PHL,"Slide (land, mud, snow, rock)"
2009-0239-PHL,Surge
2009-0244-USA,Flood
2009-0244-USA,Hail
2009-0262-TUR,"Slide (land, mud, snow, rock)"
2009-0269-MNG,"Slide (land, mud, snow, rock)"
2009-0271-ESP,Heat wave
2009-0271-ESP,Storm
2009-0273-AUT,Flood
2009-0273-AUT,Hail
2009-0273-CHE,Hail
2009-0287-USA,Rain
2009-0289-PHL,"Slide (land, mud, snow, rock)"
2009-0292-CHN,"Slide (land, mud, snow, rock)"
2009-0294-BGD,"Slide (land, mud, snow, rock)"
2009-0316-JPN,Flood
2009-0320-JPN,Fire
2009-0320-JPN,Tsunami/Tidal wave
2009-0321-CHN,Flood
2009-0321-CHN,"Slide (land, mud, snow, rock)"
2009-0321-PHL,Flood
2009-0321-PHL,"Slide (land, mud, snow, rock)"
2009-0321-TWN,Flood
2009-0321-TWN,"Slide (land, mud, snow, rock)"
2009-0332-SLE,"Slide (land, mud, snow, rock)"
2009-0342-USA,Surge
2009-0354-IDN,"Slide (land, mud, snow, rock)"
2009-0356-BRA,"Slide (land, mud, snow, rock)"
2009-0360-PHL,"Slide (land, mud, snow, rock)"
2009-0373-PHL,Flood
2009-0373-PHL,"Slide (land, mud, snow, rock)"
2009-0374-PHL,Flood
2009-0374-PHL,"Slide (land, mud, snow, rock)"
2009-0377-MEX,"Slide (land, mud, snow, rock)"
2009-0378-CHN,"Slide (land, mud, snow, rock)"
2009-0384-MEX,Flood
2009-0384-MEX,"Slide (land, mud, snow, rock)"
2009-0386-NER,Broken Dam/Burst bank
2009-0399-CHN,Flood
2009-0414-LAO,Flood
2009-0414-PHL,Flood
2009-0414-VNM,Flood
2009-0418-HTI,"Slide (land, mud, snow, rock)"
2009-0420-ASM,Tsunami/Tidal wave
2009-0420-TON,Tsunami/Tidal wave
2009-0420-WSM,Tsunami/Tidal wave
2009-0421-IDN,"Slide (land, mud, snow, rock)"
2009-0421-IDN,Tsunami/Tidal wave
2009-0422-PHL,Flood
2009-0422-PHL,"Slide (land, mud, snow, rock)"
2009-0423-JPN,Surge
2009-0428-ITA,"Slide (land, mud, snow, rock)"
2009-0434-NPL,"Slide (land, mud, snow, rock)"
2009-0443-IND,Broken Dam/Burst bank
2009-0469-HTI,"Slide (land, mud, snow, rock)"
2009-0477-NIC,Flood
2009-0477-SLV,Flood
2009-0477-SLV,"Slide (land, mud, snow, rock)"
2009-0477-USA,Flood
2009-0478-PHL,"Slide (land, mud, snow, rock)"
2009-0478-VNM,Flood
2009-0483-IND,"Slide (land, mud, snow, rock)"
2009-0484-TZA,"Slide (land, mud, snow, rock)"
2009-0489-IRQ,"Slide (land, mud, snow, rock)"
2009-0494-KEN,"Slide (land, mud, snow, rock)"
2009-0498-TCD,Broken Dam/Burst bank
2009-0506-GBR,Flood
2009-0512-BRA,"Slide (land, mud, snow, rock)"
2009-0521-PHL,"Slide (land, mud, snow, rock)"
2009-0530-SRB,"Slide (land, mud, snow, rock)"
2009-0554-FJI,Flood
2009-0555-PAN,"Slide (land, mud, snow, rock)"
2009-0574-PHL,Earthquake
2009-0597-KEN,"Slide (land, mud, snow, rock)"
2009-0600-BRA,Flood
2009-0600-BRA,Rain
2009-0601-USA,Flood
2009-0601-USA,Hail
2009-0603-USA,Hail
2009-0606-PHL,Flood
2009-0608-NPL,"Slide (land, mud, snow, rock)"
2009-0613-CHN,"Slide (land, mud, snow, rock)"
2009-0621-CHN,Flood
2009-0628-CPV,"Slide (land, mud, snow, rock)"
2009-0633-BWA,Rain
2009-0640-IND,Hail
2009-0641-IND,Flood
2009-0642-CHN,Flood
2009-0642-CHN,"Slide (land, mud, snow, rock)"
2009-0644-USA,Hail
2009-0660-PER,"Slide (land, mud, snow, rock)"
2009-9055-ARG,Wildfire
2009-9415-GTM,Food shortage
2009-9559-HND,Food shortage
2009-9615-ETH,Food shortage
2009-9633-SSD,Food shortage
2009-9634-BDI,Food shortage
2009-9651-NER,Food shortage
2009-9654-TCD,Food shortage
2009-9655-CHN,Water shortage
2009-9660-NPL,Food shortage
2009-9661-KGZ,Food shortage
2010-0003-SLB,"Slide (land, mud, snow, rock)"
2010-0003-SLB,Tsunami/Tidal wave
2010-0020-PHL,"Slide (land, mud, snow, rock)"
2010-0021-ISR,Lightening
2010-0036-CHN,"Avalanche (Snow, Debris)"
2010-0036-CHN,Cold wave
2010-0044-PYF,Flood
2010-0044-PYF,Surge
2010-0053-PAK,"Slide (land, mud, snow, rock)"
2010-0056-ECU,"Slide (land, mud, snow, rock)"
2010-0058-MEX,Cold wave
2010-0058-MEX,"Slide (land, mud, snow, rock)"
2010-0067-HTI,"Slide (land, mud, snow, rock)"
2010-0068-PRT,Rain
2010-0068-PRT,"Slide (land, mud, snow, rock)"
2010-0075-IDN,"Slide (land, mud, snow, rock)"
2010-0088-FRA,Flood
2010-0091-CHL,Tsunami/Tidal wave
2010-0092-HTI,"Slide (land, mud, snow, rock)"
2010-0094-KEN,Lightening
2010-0094-KEN,"Slide (land, mud, snow, rock)"
2010-0102-AUS,Flood
2010-0102-AUS,Hail
2010-0104-MDG,Flood
2010-0104-MDG,"Slide (land, mud, snow, rock)"
2010-0106-FJI,Flood
2010-0109-KAZ,Broken Dam/Burst bank
2010-0112-MAR,"Slide (land, mud, snow, rock)"
2010-0120-SLB,Flood
2010-0120-SLB,Surge
2010-0125-AUS,Hail
2010-0147-BRA,"Slide (land, mud, snow, rock)"
2010-0170-ISL,Flood
2010-0175-TJK,"Slide (land, mud, snow, rock)"
2010-0177-IND,Flood
2010-0179-CHN,Hail
2010-0179-CHN,"Slide (land, mud, snow, rock)"
2010-0187-USA,Flood
2010-0193-CZE,"Slide (land, mud, snow, rock)"
2010-0193-POL,Broken Dam/Burst bank
2010-0196-USA,Hail
2010-0198-IND,Rain
2010-0204-AZE,"Slide (land, mud, snow, rock)"
2010-0210-PAK,Flood
2010-0211-GTM,"Slide (land, mud, snow, rock)"
2010-0211-SLV,Flood
2010-0211-SLV,"Slide (land, mud, snow, rock)"
2010-0231-MMR,"Slide (land, mud, snow, rock)"
2010-0233-FRA,"Slide (land, mud, snow, rock)"
2010-0238-IDN,"Slide (land, mud, snow, rock)"
2010-0239-CHN,"Slide (land, mud, snow, rock)"
2010-0248-BRA,"Slide (land, mud, snow, rock)"
2010-0255-CIV,"Slide (land, mud, snow, rock)"
2010-0260-MEX,Flood
2010-0260-SLV,Rain
2010-0267-PAN,"Slide (land, mud, snow, rock)"
2010-0300-BFA,Broken Dam/Burst bank
2010-0301-IDN,"Slide (land, mud, snow, rock)"
2010-0308-PHL,Flood
2010-0320-YEM,Broken Dam/Burst bank
2010-0320-YEM,"Slide (land, mud, snow, rock)"
2010-0332-VNM,"Slide (land, mud, snow, rock)"
2010-0333-NPL,"Slide (land, mud, snow, rock)"
2010-0351-CMR,Rain
2010-0352-RUS,Heat wave
2010-0367-AFG,"Slide (land, mud, snow, rock)"
2010-0373-IND,"Slide (land, mud, snow, rock)"
2010-0380-CZE,Flood
2010-0380-DEU,Flood
2010-0380-LTU,Lightening
2010-0380-POL,Broken Dam/Burst bank
2010-0383-PHL,Transport accident
2010-0426-MEX,Flood
2010-0426-MEX,"Slide (land, mud, snow, rock)"
2010-0442-GTM,"Slide (land, mud, snow, rock)"
2010-0443-HND,"Slide (land, mud, snow, rock)"
2010-0452-NPL,Broken Dam/Burst bank
2010-0452-NPL,"Slide (land, mud, snow, rock)"
2010-0465-AUS,"Slide (land, mud, snow, rock)"
2010-0467-MEX,"Slide (land, mud, snow, rock)"
2010-0468-ATG,Flood
2010-0468-USA,Rain
2010-0470-CRI,"Slide (land, mud, snow, rock)"
2010-0479-PRK,Flood
2010-0479-PRK,"Slide (land, mud, snow, rock)"
2010-0484-CHN,Flood
2010-0484-CHN,"Slide (land, mud, snow, rock)"
2010-0484-TWN,Flood
2010-0488-PHL,"Slide (land, mud, snow, rock)"
2010-0492-IND,"Slide (land, mud, snow, rock)"
2010-0494-MEX,Flood
2010-0501-JAM,Flood
2010-0501-JAM,"Slide (land, mud, snow, rock)"
2010-0503-GTM,Flood
2010-0503-GTM,"Slide (land, mud, snow, rock)"
2010-0503-HND,Flood
2010-0503-MEX,Flood
2010-0503-MEX,"Slide (land, mud, snow, rock)"
2010-0503-VEN,Flood
2010-0503-VEN,"Slide (land, mud, snow, rock)"
2010-0508-HTI,Flood
2010-0509-NGA,Broken Dam/Burst bank
2010-0512-IDN,"Slide (land, mud, snow, rock)"
2010-0522-USA,Flood
2010-0543-TWN,"Slide (land, mud, snow, rock)"
2010-0554-MMR,Flood
2010-0554-MMR,Tsunami/Tidal wave
2010-0562-IDN,Fire
2010-0563-IDN,Tsunami/Tidal wave
2010-0571-DOM,"Slide (land, mud, snow, rock)"
2010-0571-HTI,Flood
2010-0571-LCA,Flood
2010-0571-LCA,"Slide (land, mud, snow, rock)"
2010-0575-CRI,"Slide (land, mud, snow, rock)"
2010-0585-PHL,"Slide (land, mud, snow, rock)"
2010-0592-PAN,"Slide (land, mud, snow, rock)"
2010-0601-BEL,"Slide (land, mud, snow, rock)"
2010-0612-USA,Flood
2010-0613-MAR,Transport accident
2010-0616-VEN,"Slide (land, mud, snow, rock)"
2010-0619-BIH,"Slide (land, mud, snow, rock)"
2010-0639-EGY,Transport accident
2010-0647-ESP,Rain
2010-0659-PHL,"Slide (land, mud, snow, rock)"
2010-0660-EGY,Transport accident
2010-0666-PAN,"Slide (land, mud, snow, rock)"
2010-0669-AFG,"Slide (land, mud, snow, rock)"
2010-0674-BRA,Broken Dam/Burst bank
2010-0678-ZAF,Flood
2010-0686-BGD,Hail
2010-0688-IND,Hail
2010-0689-USA,Flood
2010-0690-USA,Flood
2010-0690-USA,Hail
2010-0692-ITA,Flood
2010-0692-ITA,"Slide (land, mud, snow, rock)"
2010-0693-IND,Flood
2010-0698-GAB,Flood
2010-9077-GRD,Wildfire
2010-9077-LCA,Water shortage
2010-9077-TTO,Water shortage
2010-9082-KEN,Famine
2010-9082-SOM,Famine
2010-9181-ZWE,Food shortage
2010-9290-MOZ,Food shortage
2010-9292-MRT,Food shortage
2010-9318-RUS,Heat wave
2010-9318-RUS,Wildfire
2010-9701-CHN,Water shortage
2011-0014-BRA,"Slide (land, mud, snow, rock)"
2011-0021-PHL,"Slide (land, mud, snow, rock)"
2011-0024-LKA,"Slide (land, mud, snow, rock)"
2011-0029-USA,Cold wave
2011-0040-BOL,"Slide (land, mud, snow, rock)"
2011-0057-MDG,Flood
2011-0064-PER,"Slide (land, mud, snow, rock)"
2011-0070-AUS,Flood
2011-0070-SLB,Flood
2011-0070-VUT,Flood
2011-0070-VUT,Surge
2011-0082-IDN,Tsunami/Tidal wave
2011-0082-JPN,Fire
2011-0082-JPN,Industrial accidents
2011-0083-THA,"Slide (land, mud, snow, rock)"
2011-0086-BRA,"Slide (land, mud, snow, rock)"
2011-0087-PHL,Rain
2011-0087-PHL,"Slide (land, mud, snow, rock)"
2011-0095-ECU,"Slide (land, mud, snow, rock)"
2011-0102-MWI,Broken Dam/Burst bank
2011-0132-COL,"Slide (land, mud, snow, rock)"
2011-0142-BRA,"Slide (land, mud, snow, rock)"
2011-0145-USA,Flood
2011-0157-PHL,Flood
2011-0157-PHL,"Slide (land, mud, snow, rock)"
2011-0161-MEX,Heat wave
2011-0179-VCT,"Slide (land, mud, snow, rock)"
2011-0183-RWA,Rain
2011-0183-RWA,"Slide (land, mud, snow, rock)"
2011-0187-BRA,"Slide (land, mud, snow, rock)"
2011-0195-USA,Flood
2011-0195-USA,Hail
2011-0199-HTI,"Slide (land, mud, snow, rock)"
2011-0203-PHL,Flood
2011-0203-PHL,"Slide (land, mud, snow, rock)"
2011-0204-PHL,"Slide (land, mud, snow, rock)"
2011-0212-CHN,"Slide (land, mud, snow, rock)"
2011-0213-BRA,"Slide (land, mud, snow, rock)"
2011-0227-CHN,"Slide (land, mud, snow, rock)"
2011-0228-MEX,Flood
2011-0228-MEX,"Slide (land, mud, snow, rock)"
2011-0231-PHL,Flood
2011-0231-PHL,"Slide (land, mud, snow, rock)"
2011-0232-VNM,Flood
2011-0241-MEX,Flood
2011-0241-MEX,"Slide (land, mud, snow, rock)"
2011-0250-KOR,"Slide (land, mud, snow, rock)"
2011-0267-MEX,Flood
2011-0272-PHL,Flood
2011-0272-PHL,"Slide (land, mud, snow, rock)"
2011-0272-THA,Flood
2011-0274-KOR,Broken Dam/Burst bank
2011-0279-CHN,Flood
2011-0279-PHL,Flood
2011-0279-PHL,"Slide (land, mud, snow, rock)"
2011-0279-PRK,Flood
2011-0284-PRK,"Slide (land, mud, snow, rock)"
2011-0293-CAF,Flood
2011-0295-GEO,"Slide (land, mud, snow, rock)"
2011-0317-NPL,"Slide (land, mud, snow, rock)"
2011-0324-LAO,"Slide (land, mud, snow, rock)"
2011-0326-THA,"Slide (land, mud, snow, rock)"
2011-0328-CAN,Flood
2011-0328-DOM,Flood
2011-0328-HTI,"Slide (land, mud, snow, rock)"
2011-0328-PRI,Flood
2011-0328-USA,Flood
2011-0340-RUS,Broken Dam/Burst bank
2011-0351-IND,"Slide (land, mud, snow, rock)"
2011-0352-JPN,Flood
2011-0370-CHN,"Slide (land, mud, snow, rock)"
2011-0376-UGA,"Slide (land, mud, snow, rock)"
2011-0378-PHL,"Slide (land, mud, snow, rock)"
2011-0379-CHN,Flood
2011-0385-MEX,Flood
2011-0385-MEX,"Slide (land, mud, snow, rock)"
2011-0386-COL,"Slide (land, mud, snow, rock)"
2011-0386-CRI,"Slide (land, mud, snow, rock)"
2011-0386-GTM,"Slide (land, mud, snow, rock)"
2011-0386-HND,"Slide (land, mud, snow, rock)"
2011-0386-NIC,"Slide (land, mud, snow, rock)"
2011-0386-PAN,"Slide (land, mud, snow, rock)"
2011-0386-SLV,"Slide (land, mud, snow, rock)"
2011-0387-CHN,"Slide (land, mud, snow, rock)"
2011-0388-NZL,"Slide (land, mud, snow, rock)"
2011-0400-MMR,"Slide (land, mud, snow, rock)"
2011-0416-ITA,"Slide (land, mud, snow, rock)"
2011-0426-KOR,"Slide (land, mud, snow, rock)"
2011-0432-DMA,Flood
2011-0454-JPN,Flood
2011-0454-JPN,"Slide (land, mud, snow, rock)"
2011-0456-USA,Flood
2011-0460-MEX,Transport accident
2011-0468-PHL,"Slide (land, mud, snow, rock)"
2011-0484-LKA,Flood
2011-0484-LKA,"Slide (land, mud, snow, rock)"
2011-0518-CHE,Transport accident
2011-0518-FRA,Transport accident
2011-0519-PHL,Flood
2011-0519-PHL,"Slide (land, mud, snow, rock)"
2011-0555-PHL,Flood
2011-0568-IDN,Flood
2011-0570-PAN,"Slide (land, mud, snow, rock)"
2011-0574-JPN,Flood
2011-0591-BGD,Hail
2011-0592-PHL,"Slide (land, mud, snow, rock)"
2011-0600-SLE,Transport accident
2011-0610-USA,Rain
2011-0626-BRA,"Slide (land, mud, snow, rock)"
2011-0634-TZA,"Slide (land, mud, snow, rock)"
2011-0638-ZAF,Flood
2011-0642-AFG,"Avalanche (Snow, Debris)"
2011-0660-PER,"Slide (land, mud, snow, rock)"
2011-0663-JPN,Broken Dam/Burst bank
2011-0663-JPN,"Slide (land, mud, snow, rock)"
2011-9312-AFG,Food shortage
2011-9415-TZA,Food shortage
2011-9524-BFA,Food shortage
2011-9529-NER,Food shortage
2011-9560-SEN,Food shortage
2011-9629-LSO,Food shortage
2011-9661-MLI,Food shortage
2011-9662-MRT,Food shortage
2011-9663-ETH,Food shortage
2011-9663-KEN,Food shortage
2011-9663-SDN,Food shortage
2011-9663-SOM,Food shortage
2012-0005-MDG,Flood
2012-0005-MOZ,Flood
2012-0005-MWI,Flood
2012-0006-MOZ,Flood
2012-0006-ZAF,Flood
2012-0024-FJI,"Slide (land, mud, snow, rock)"
2012-0027-JPN,"Avalanche (Snow, Debris)"
2012-0031-PHL,"Slide (land, mud, snow, rock)"
2012-0033-BGR,Broken Dam/Burst bank
2012-0034-DZA,"Slide (land, mud, snow, rock)"
2012-0034-DZA,Transport accident
2012-0043-MDG,Flood
2012-0056-MDG,Flood
2012-0056-MDG,"Slide (land, mud, snow, rock)"
2012-0056-MOZ,Rain
2012-0058-CAF,Rain
2012-0060-USA,Flood
2012-0060-USA,Hail
2012-0066-PSE,Cold wave
2012-0071-ECU,"Slide (land, mud, snow, rock)"
2012-0082-BGD,Hail
2012-0089-PRY,"Slide (land, mud, snow, rock)"
2012-0102-AFG,"Slide (land, mud, snow, rock)"
2012-0112-TJK,"Slide (land, mud, snow, rock)"
2012-0113-COM,"Slide (land, mud, snow, rock)"
2012-0114-HTI,"Slide (land, mud, snow, rock)"
2012-0164-AFG,"Slide (land, mud, snow, rock)"
2012-0165-GEO,"Slide (land, mud, snow, rock)"
2012-0173-CHN,"Slide (land, mud, snow, rock)"
2012-0175-BGD,"Slide (land, mud, snow, rock)"
2012-0179-IND,"Slide (land, mud, snow, rock)"
2012-0195-JPN,"Slide (land, mud, snow, rock)"
2012-0197-CHN,"Slide (land, mud, snow, rock)"
2012-0199-CHN,"Slide (land, mud, snow, rock)"
2012-0226-AFG,"Slide (land, mud, snow, rock)"
2012-0242-SLB,"Slide (land, mud, snow, rock)"
2012-0258-PRK,"Slide (land, mud, snow, rock)"
2012-0259-CHN,Flood
2012-0259-VNM,Flood
2012-0259-VNM,"Slide (land, mud, snow, rock)"
2012-0260-CHN,Flood
2012-0260-CHN,"Slide (land, mud, snow, rock)"
2012-0260-PHL,Flood
2012-0260-TWN,"Slide (land, mud, snow, rock)"
2012-0266-IDN,"Slide (land, mud, snow, rock)"
2012-0281-CRI,"Slide (land, mud, snow, rock)"
2012-0283-CHN,Flood
2012-0294-VNM,"Slide (land, mud, snow, rock)"
2012-0296-PHL,Flood
2012-0313-USA,Flood
2012-0334-IND,"Slide (land, mud, snow, rock)"
2012-0349-PNG,"Slide (land, mud, snow, rock)"
2012-0354-IND,"Slide (land, mud, snow, rock)"
2012-0374-PHL,Flood
2012-0382-IND,"Slide (land, mud, snow, rock)"
2012-0402-PER,Broken Dam/Burst bank
2012-0402-PER,"Slide (land, mud, snow, rock)"
2012-0406-PHL,Flood
2012-0406-PHL,"Slide (land, mud, snow, rock)"
2012-0406-VNM,Flood
2012-0410-CUB,Flood
2012-0410-HTI,Flood
2012-0410-HTI,"Slide (land, mud, snow, rock)"
2012-0410-USA,Fire
2012-0410-USA,Flood
2012-0414-PRK,Flood
2012-0416-KGZ,"Slide (land, mud, snow, rock)"
2012-0417-MMR,"Slide (land, mud, snow, rock)"
2012-0420-ARG,Flood
2012-0425-IND,Flood
2012-0425-IND,Surge
2012-0436-CMR,Broken Dam/Burst bank
2012-0441-DZA,Lightening
2012-0441-DZA,Rain
2012-0462-PRY,Flood
2012-0462-PRY,Hail
2012-0479-COG,"Slide (land, mud, snow, rock)"
2012-0480-PAN,"Slide (land, mud, snow, rock)"
2012-0498-WSM,Flood
2012-0499-PAN,Rain
2012-0537-LKA,"Slide (land, mud, snow, rock)"
2012-0539-IDN,"Slide (land, mud, snow, rock)"
2012-0540-PHL,Flood
2012-0540-PHL,Surge
2012-0550-GEO,Flood
2012-0550-GEO,Hail
2012-0553-NGA,Flood
2012-0558-IDN,"Slide (land, mud, snow, rock)"
2012-0558-IDN,Surge
2012-0582-IDN,"Slide (land, mud, snow, rock)"
2012-0584-IND,"Slide (land, mud, snow, rock)"
2012-0585-KOR,Flood
2012-0585-KOR,"Slide (land, mud, snow, rock)"
2012-0598-MWI,Rain
2012-9021-PRY,Food shortage
2012-9065-AGO,Food shortage
2012-9160-TCD,Food shortage
2012-9222-PRK,Food shortage
2012-9235-USA,Heat wave
2012-9245-GMB,Crop failure
2012-9245-GMB,Food shortage
2012-9290-ITA,Heat wave
2012-9304-MWI,Food shortage
2012-9355-GTM,Heat wave
2012-9489-USA,Heat wave
2013-0003-BRA,"Slide (land, mud, snow, rock)"
2013-0008-AUS,Flood
2013-0019-PHL,"Slide (land, mud, snow, rock)"
2013-0025-ZWE,Rain
2013-0026-SYC,Flood
2013-0028-PNG,"Slide (land, mud, snow, rock)"
2013-0029-SLB,Tsunami/Tidal wave
2013-0032-MDG,Flood
2013-0036-PHL,Flood
2013-0054-USA,Flood
2013-0057-BOL,Lightening
2013-0063-IDN,"Slide (land, mud, snow, rock)"
2013-0077-BRA,"Slide (land, mud, snow, rock)"
2013-0078-CAF,Flood
2013-0084-CHN,Hail
2013-0084-CHN,Rain
2013-0089-CHN,Hail
2013-0118-USA,Flood
2013-0122-GHA,"Slide (land, mud, snow, rock)"
2013-0123-KEN,"Slide (land, mud, snow, rock)"
2013-0142-USA,Hail
2013-0148-AFG,"Slide (land, mud, snow, rock)"
2013-0155-PRT,"Slide (land, mud, snow, rock)"
2013-0159-SAU,Broken Dam/Burst bank
2013-0183-USA,Hail
2013-0187-BHS,Lightening
2013-0192-IND,"Slide (land, mud, snow, rock)"
2013-0194-ARM,Hail
2013-0200-CHN,Lightening
2013-0200-CHN,"Slide (land, mud, snow, rock)"
2013-0202-CHN,Lightening
2013-0205-AUT,"Slide (land, mud, snow, rock)"
2013-0205-CZE,"Slide (land, mud, snow, rock)"
2013-0216-CHE,Hail
2013-0217-ZAF,Flood
2013-0217-ZAF,Hail
2013-0219-CHN,Lightening
2013-0221-CHN,Lightening
2013-0221-CHN,"Slide (land, mud, snow, rock)"
2013-0222-CHN,Hail
2013-0222-CHN,Rain
2013-0235-IDN,"Slide (land, mud, snow, rock)"
2013-0242-CHN,"Slide (land, mud, snow, rock)"
2013-0243-PRK,"Slide (land, mud, snow, rock)"
2013-0257-CHN,"Slide (land, mud, snow, rock)"
2013-0265-JPN,"Slide (land, mud, snow, rock)"
2013-0267-IDN,"Slide (land, mud, snow, rock)"
2013-0272-CHN,Flood
2013-0274-PHL,"Slide (land, mud, snow, rock)"
2013-0306-CHN,Flood
2013-0309-GEO,Broken Dam/Burst bank
2013-0314-CHN,"Slide (land, mud, snow, rock)"
2013-0317-CHN,"Slide (land, mud, snow, rock)"
2013-0319-YEM,Lightening
2013-0333-VNM,"Slide (land, mud, snow, rock)"
2013-0334-USA,Flood
2013-0334-USA,Hail
2013-0335-MEX,Flood
2013-0335-MEX,"Slide (land, mud, snow, rock)"
2013-0340-PHL,"Slide (land, mud, snow, rock)"
2013-0341-CHN,Flood
2013-0348-MEX,"Slide (land, mud, snow, rock)"
2013-0354-USA,"Slide (land, mud, snow, rock)"
2013-0357-PER,Cold wave
2013-0357-PER,Snow/ice
2013-0358-MEX,Flood
2013-0358-MEX,"Slide (land, mud, snow, rock)"
2013-0372-ECU,"Slide (land, mud, snow, rock)"
2013-0373-PHL,Flood
2013-0373-PHL,"Slide (land, mud, snow, rock)"
2013-0396-JPN,Flood
2013-0396-JPN,"Slide (land, mud, snow, rock)"
2013-0401-IND,Flood
2013-0401-IND,Surge
2013-0406-MEX,Flood
2013-0406-MEX,"Slide (land, mud, snow, rock)"
2013-0408-PRY,Hail
2013-0412-VNM,"Slide (land, mud, snow, rock)"
2013-0415-JPN,Flood
2013-0429-CHN,Flood
2013-0429-CHN,Surge
2013-0430-PHL,Flood
2013-0433-PHL,Surge
2013-0434-PHL,Lightening
2013-0437-PHL,Flood
2013-0438-SOM,Flood
2013-0438-SOM,Surge
2013-0439-USA,Hail
2013-0456-NPL,"Slide (land, mud, snow, rock)"
2013-0472-USA,Flood
2013-0488-CMR,Broken Dam/Burst bank
2013-0513-COL,"Slide (land, mud, snow, rock)"
2013-0513-COL,Storm
2013-0515-IND,Flood
2013-0517-DEU,Flood
2013-0517-DEU,Tsunami/Tidal wave
2013-0517-GBR,Flood
2013-0517-NLD,Flood
2013-0521-BRA,"Slide (land, mud, snow, rock)"
2013-0524-PSE,Flood
2013-0530-ESP,Rain
2013-0530-FRA,Flood
2013-0530-FRA,Rain
2013-0530-GBR,Flood
2013-0530-GBR,Rain
2013-0531-DOM,Rain
2013-0531-DOM,"Slide (land, mud, snow, rock)"
2013-0531-LCA,Flood
2013-0531-LCA,"Slide (land, mud, snow, rock)"
2013-0531-VCT,Rain
2013-0531-VCT,"Slide (land, mud, snow, rock)"
2013-0544-BOL,Rain
2013-0544-BOL,"Slide (land, mud, snow, rock)"
2013-0552-BRA,"Slide (land, mud, snow, rock)"
2013-0578-PER,Broken Dam/Burst bank
2013-0579-USA,Hail
2013-0580-CAN,Flood
2013-9146-NAM,Food shortage
2013-9478-ZWE,Food shortage
2013-9478-ZWE,Water shortage
2014-0018-IDN,"Slide (land, mud, snow, rock)"
2014-0019-COL,Broken Dam/Burst bank
2014-0020-PHL,Flood
2014-0020-PHL,"Slide (land, mud, snow, rock)"
2014-0026-ITA,"Slide (land, mud, snow, rock)"
2014-0038-IDN,"Slide (land, mud, snow, rock)"
2014-0040-PER,"Slide (land, mud, snow, rock)"
2014-0045-ITA,"Slide (land, mud, snow, rock)"
2014-0047-IND,Fog
2014-0048-USA,Cold wave
2014-0055-PHL,Flood
2014-0055-PHL,"Slide (land, mud, snow, rock)"
2014-0057-IDN,"Slide (land, mud, snow, rock)"
2014-0058-SYC,"Slide (land, mud, snow, rock)"
2014-0062-AUS,Industrial accidents
2014-0062-AUS,Pollution
2014-0063-BDI,"Slide (land, mud, snow, rock)"
2014-0066-ZWE,"Slide (land, mud, snow, rock)"
2014-0067-GBR,Flood
2014-0072-USA,Cold wave
2014-0084-AFG,Cold wave
2014-0085-CHN,Cold wave
2014-0091-SLB,Broken Dam/Burst bank
2014-0092-COM,Flood
2014-0094-CHL,"Slide (land, mud, snow, rock)"
2014-0096-VUT,Flood
2014-0097-MHL,Surge
2014-0099-ZAF,"Slide (land, mud, snow, rock)"
2014-0106-IND,Rain
2014-0106-IND,"Slide (land, mud, snow, rock)"
2014-0110-CHN,Flood
2014-0110-CHN,Hail
2014-0122-TJK,"Slide (land, mud, snow, rock)"
2014-0126-USA,Flood
2014-0126-USA,Hail
2014-0128-SRB,"Slide (land, mud, snow, rock)"
2014-0133-CHN,Flood
2014-0133-CHN,Hail
2014-0134-AFG,"Slide (land, mud, snow, rock)"
2014-0164-BIH,"Slide (land, mud, snow, rock)"
2014-0164-SRB,"Slide (land, mud, snow, rock)"
2014-0171-IRN,"Slide (land, mud, snow, rock)"
2014-0181-LKA,Flood
2014-0181-LKA,"Slide (land, mud, snow, rock)"
2014-0183-GTM,Flood
2014-0183-GTM,"Slide (land, mud, snow, rock)"
2014-0183-MEX,Flood
2014-0183-MEX,"Slide (land, mud, snow, rock)"
2014-0185-AFG,"Slide (land, mud, snow, rock)"
2014-0185-AFG,Storm
2014-0192-USA,Hail
2014-0210-BGR,Hail
2014-0210-BGR,Storm
