DisNo.,type_name
2022-0261-USA,Hail
2022-0264-AFG,"Slide (land, mud, snow, rock)"
2022-0271-THA,Flood
2022-0284-USA,Flood
2022-0284-USA,Hail
2022-0292-VNM,Flood
2022-0292-VNM,"Slide (land, mud, snow, rock)"
2022-0293-IND,Lightening
2022-0293-IND,"Slide (land, mud, snow, rock)"
2022-0316-CHN,"Slide (land, mud, snow, rock)"
2022-0317-GTM,"Slide (land, mud, snow, rock)"
2022-0318-BRA,"Slide (land, mud, snow, rock)"
2022-0320-VNM,"Slide (land, mud, snow, rock)"
2022-0324-IDN,"Slide (land, mud, snow, rock)"
2022-0328-COL,"Slide (land, mud, snow, rock)"
2022-0332-SOM,Storm
2022-0333-MEX,Flood
2022-0333-MEX,"Slide (land, mud, snow, rock)"
2022-0334-CHN,"Slide (land, mud, snow, rock)"
2022-0343-RUS,Flood
2022-0347-CIV,"Slide (land, mud, snow, rock)"
2022-0353-NPL,Flood
2022-0353-NPL,"Slide (land, mud, snow, rock)"
2022-0358-TUR,"Slide (land, mud, snow, rock)"
2022-0361-USA,"Slide (land, mud, snow, rock)"
2022-0373-FRA,Hail
2022-0373-FRA,Lightening
2022-0397-CHN,Transport accident
2022-0398-JPN,Flood
2022-0398-JPN,"Slide (land, mud, snow, rock)"
2022-0400-NIC,Flood
2022-0400-SLV,Flood
2022-0405-PAK,"Slide (land, mud, snow, rock)"
2022-0405-PAK,Storm
2022-0406-ECU,"Slide (land, mud, snow, rock)"
2022-0417-PRT,Heat wave
2022-0417-PRT,Transport accident
2022-0418-IDN,"Slide (land, mud, snow, rock)"
2022-0427-GEO,"Slide (land, mud, snow, rock)"
2022-0427-GEO,Storm
2022-0428-CHN,"Slide (land, mud, snow, rock)"
2022-0442-AFG,"Slide (land, mud, snow, rock)"
2022-0446-NER,"Slide (land, mud, snow, rock)"
2022-0448-PHL,"Slide (land, mud, snow, rock)"
2022-0449-CAF,Storm
2022-0476-IRN,"Slide (land, mud, snow, rock)"
2022-0486-USA,Heat wave
2022-0488-NPL,Flood
2022-0488-NPL,Storm
2022-0492-GMB,Storm
2022-0493-NPL,"Slide (land, mud, snow, rock)"
2022-0515-LAO,"Slide (land, mud, snow, rock)"
2022-0522-NZL,Flood
2022-0522-NZL,"Slide (land, mud, snow, rock)"
2022-0525-AUT,Lightening
2022-0525-FRA,Lightening
2022-0525-ITA,Hail
2022-0525-ITA,Lightening
2022-0530-CHN,"Slide (land, mud, snow, rock)"
2022-0533-CMR,Flood
2022-0539-IND,"Slide (land, mud, snow, rock)"
2022-0560-SLE,"Slide (land, mud, snow, rock)"
2022-0577-KOR,Flood
2022-0590-NPL,"Slide (land, mud, snow, rock)"
2022-0603-DOM,"Slide (land, mud, snow, rock)"
2022-0603-GLP,Flood
2022-0603-PRI,Flood
2022-0603-PRI,"Slide (land, mud, snow, rock)"
2022-0609-ITA,"Slide (land, mud, snow, rock)"
2022-0609-ITA,Storm
2022-0613-VNM,Flood
2022-0614-USA,Flood
2022-0623-MEX,Tsunami/Tidal wave
2022-0627-JPN,"Slide (land, mud, snow, rock)"
2022-0642-IDN,Collapse
2022-0642-IDN,"Slide (land, mud, snow, rock)"
2022-0647-CRI,Flood
2022-0647-GTM,Flood
2022-0647-GTM,"Slide (land, mud, snow, rock)"
2022-0647-NIC,Flood
2022-0647-SLV,Flood
2022-0648-VEN,Flood
2022-0667-VNM,"Slide (land, mud, snow, rock)"
2022-0675-MEX,Flood
2022-0675-MEX,"Slide (land, mud, snow, rock)"
2022-0676-VNM,Flood
2022-0676-VNM,"Slide (land, mud, snow, rock)"
2022-0677-LKA,Lightening
2022-0677-LKA,"Slide (land, mud, snow, rock)"
2022-0680-PHL,Flood
2022-0680-TWN,Flood
2022-0680-TWN,"Slide (land, mud, snow, rock)"
2022-0682-VEN,Flood
2022-0684-COL,Broken Dam/Burst bank
2022-0685-PHL,Flood
2022-0685-PHL,Lightening
2022-0694-IDN,"Slide (land, mud, snow, rock)"
2022-0697-FRA,Hail
2022-0697-FRA,Lightening
2022-0698-MEX,Flood
2022-0698-MEX,"Slide (land, mud, snow, rock)"
2022-0699-COL,"Slide (land, mud, snow, rock)"
2022-0705-VEN,Flood
2022-0705-VEN,Lightening
2022-0707-PHL,Flood
2022-0707-PHL,"Slide (land, mud, snow, rock)"
2022-0721-VEN,"Slide (land, mud, snow, rock)"
2022-0735-USA,Flood
2022-0736-IDN,"Slide (land, mud, snow, rock)"
2022-0743-COL,"Slide (land, mud, snow, rock)"
2022-0746-COD,"Slide (land, mud, snow, rock)"
2022-0770-COD,"Slide (land, mud, snow, rock)"
2022-0775-ITA,Flood
2022-0782-IDN,Storm
2022-0793-BRA,"Slide (land, mud, snow, rock)"
2022-0795-VNM,"Slide (land, mud, snow, rock)"
2022-0800-MNG,Snow/ice
2022-0805-COD,"Slide (land, mud, snow, rock)"
2022-0818-USA,Cold wave
2022-0818-USA,Flood
2022-0825-BIH,"Slide (land, mud, snow, rock)"
2022-0832-PHL,"Slide (land, mud, snow, rock)"
2022-0843-MWI,Lightening
2022-0843-MWI,Storm
2022-0845-IDN,"Slide (land, mud, snow, rock)"
2022-0846-TTO,"Slide (land, mud, snow, rock)"
2022-0847-IDN,"Slide (land, mud, snow, rock)"
2022-0863-USA,Flood
2022-0863-USA,"Slide (land, mud, snow, rock)"
2022-9209-USA,Heat wave
2022-9252-CPV,Food shortage
2022-9254-NER,Food shortage
2022-9335-TCD,Food shortage
2022-9370-DJI,Food shortage
2022-9405-PRT,Heat wave
2022-9436-UGA,Famine
2022-9524-CHN,Heat wave
2023-0002-PHL,"Slide (land, mud, snow, rock)"
2023-0002-PHL,Storm
2023-0019-AFG,Intoxication
2023-0020-MDG,Flood
2023-0020-MDG,"Slide (land, mud, snow, rock)"
2023-0028-BRA,"Slide (land, mud, snow, rock)"
2023-0028-BRA,Storm
2023-0041-IDN,"Slide (land, mud, snow, rock)"
2023-0044-IDN,"Slide (land, mud, snow, rock)"
2023-0050-CHL,Heat wave
2023-0052-USA,Cold wave
2023-0052-USA,Transport accident
2023-0054-TUR,Fire
2023-0056-ZMB,Lightening
2023-0066-PER,Flood
2023-0073-IDN,Collapse
2023-0079-NZL,Flood
2023-0079-NZL,"Slide (land, mud, snow, rock)"
2023-0092-BRA,"Slide (land, mud, snow, rock)"
2023-0094-PHL,"Slide (land, mud, snow, rock)"
2023-0095-MWI,Flood
2023-0095-MWI,"Slide (land, mud, snow, rock)"
2023-0095-REU,"Slide (land, mud, snow, rock)"
2023-0126-ECU,"Slide (land, mud, snow, rock)"
2023-0135-USA,Flood
2023-0135-USA,Snow/ice
2023-0137-PER,"Slide (land, mud, snow, rock)"
2023-0157-BRA,"Slide (land, mud, snow, rock)"
2023-0161-IND,Hail
2023-0161-IND,Lightening
2023-0177-ECU,Flood
2023-0179-BRA,"Slide (land, mud, snow, rock)"
2023-0200-COL,"Slide (land, mud, snow, rock)"
2023-0203-BRA,"Slide (land, mud, snow, rock)"
2023-0204-BRA,"Slide (land, mud, snow, rock)"
2023-0208-PAK,"Slide (land, mud, snow, rock)"
2023-0214-NZL,Hail
2023-0214-NZL,Lightening
2023-0221-PER,"Slide (land, mud, snow, rock)"
2023-0222-BDI,"Slide (land, mud, snow, rock)"
2023-0229-IRN,Flood
2023-0229-IRQ,Flood
2023-0233-BRA,Hail
2023-0233-BRA,Lightening
2023-0239-USA,Hail
2023-0240-KHM,Flood
2023-0242-UKR,Storm
2023-0246-PHL,Flood
2023-0253-USA,Hail
2023-0263-VNM,Hail
2023-0263-VNM,Lightening
2023-0267-RWA,"Slide (land, mud, snow, rock)"
2023-0270-ITA,"Slide (land, mud, snow, rock)"
2023-0272-CAN,Storm
2023-0279-JPN,"Slide (land, mud, snow, rock)"
2023-0280-CAN,Heat wave
2023-0280-CAN,Pollution
2023-0281-COD,"Slide (land, mud, snow, rock)"
2023-0285-CHN,Broken Dam/Burst bank
2023-0288-USA,Hail
2023-0290-SLE,Flood
2023-0290-SLE,"Slide (land, mud, snow, rock)"
2023-0293-ITA,"Slide (land, mud, snow, rock)"
2023-0294-MMR,Flood
2023-0294-MMR,Surge
2023-0297-MNG,Snow/ice
2023-0300-GUM,Flood
2023-0300-JPN,Flood
2023-0324-USA,Hail
2023-0324-USA,Lightening
2023-0325-BRA,Storm
2023-0326-NPL,"Slide (land, mud, snow, rock)"
2023-0330-IND,"Slide (land, mud, snow, rock)"
2023-0331-IND,Flood
2023-0331-IND,"Slide (land, mud, snow, rock)"
2023-0332-USA,Hail
2023-0334-KAZ,Drought
2023-0334-KAZ,Heat wave
2023-0339-HTI,Lightening
2023-0339-HTI,"Slide (land, mud, snow, rock)"
2023-0341-CHN,"Slide (land, mud, snow, rock)"
2023-0352-ZAF,Flood
2023-0359-IND,"Slide (land, mud, snow, rock)"
2023-0364-USA,Pollution
2023-0366-IDN,Flood
2023-0366-IDN,Lightening
2023-0370-USA,Hail
2023-0384-YEM,Lightening
2023-0384-YEM,"Slide (land, mud, snow, rock)"
2023-0389-DOM,"Slide (land, mud, snow, rock)"
2023-0389-DOM,Storm
2023-0391-VEN,Industrial accidents
2023-0408-SRB,"Slide (land, mud, snow, rock)"
2023-0409-ARM,Flood
2023-0410-GEO,Hail
2023-0410-GEO,"Slide (land, mud, snow, rock)"
2023-0411-ARG,Storm
2023-0412-GAB,Flood
2023-0413-JPN,"Slide (land, mud, snow, rock)"
2023-0417-CHN,"Slide (land, mud, snow, rock)"
2023-0434-BRA,Collapse
2023-0435-MNG,Broken Dam/Burst bank
2023-0436-LKA,Lightening
2023-0437-IDN,"Slide (land, mud, snow, rock)"
2023-0440-KOR,"Slide (land, mud, snow, rock)"
2023-0444-GRC,Heat wave
2023-0451-COL,Collapse
2023-0458-ITA,Flood
2023-0460-BIH,Flood
2023-0460-HRV,Flood
2023-0460-SVN,Hail
2023-0462-PAK,"Slide (land, mud, snow, rock)"
2023-0464-CHN,Flood
2023-0464-CHN,"Slide (land, mud, snow, rock)"
2023-0464-PHL,Flood
2023-0464-PHL,"Slide (land, mud, snow, rock)"
2023-0466-ITA,Hail
2023-0466-ITA,Lightening
2023-0466-ROU,Lightening
2023-0468-DZA,Heat wave
2023-0477-CMR,"Slide (land, mud, snow, rock)"
2023-0487-RUS,Flood
2023-0487-RUS,Hail
2023-0488-VNM,"Slide (land, mud, snow, rock)"
2023-0488-VNM,Storm
2023-0490-RUS,Flood
2023-0497-SVN,"Slide (land, mud, snow, rock)"
2023-0517-MMR,"Slide (land, mud, snow, rock)"
2023-0518-VNM,"Slide (land, mud, snow, rock)"
2023-0526-JPN,Flood
2023-0526-JPN,"Slide (land, mud, snow, rock)"
2023-0530-MMR,Industrial accidents
2023-0539-CHL,"Slide (land, mud, snow, rock)"
2023-0548-IND,Collapse
2023-0551-CHN,"Slide (land, mud, snow, rock)"
2023-0559-DOM,Flood
2023-0565-CUB,Flood
2023-0565-USA,Flood
2023-0568-CHN,Flood
2023-0568-CHN,"Slide (land, mud, snow, rock)"
2023-0570-TJK,"Slide (land, mud, snow, rock)"
2023-0582-GRC,Lightening
2023-0582-GRC,"Slide (land, mud, snow, rock)"
2023-0600-MAR,"Slide (land, mud, snow, rock)"
2023-0603-ARG,Flood
2023-0603-BRA,Flood
2023-0603-BRA,Hail
2023-0606-IND,Flood
2023-0609-JPN,Flood
2023-0609-JPN,"Slide (land, mud, snow, rock)"
2023-0610-LBY,Flood
2023-0610-LBY,"Slide (land, mud, snow, rock)"
2023-0619-ZAF,Storm
2023-0621-GRC,Flood
2023-0621-GRC,Hail
2023-0621-GRC,"Slide (land, mud, snow, rock)"
2023-0622-IND,Flood
2023-0634-CMR,Broken Dam/Burst bank
2023-0634-CMR,Flood
2023-0635-VNM,"Slide (land, mud, snow, rock)"
2023-0651-USA,Storm
2023-0653-NPL,"Slide (land, mud, snow, rock)"
2023-0654-LKA,Lightening
2023-0656-USA,Hail
2023-0656-USA,Transport accident
2023-0663-BRA,Flood
2023-0663-BRA,"Slide (land, mud, snow, rock)"
2023-0671-COD,Flood
2023-0672-NGA,Storm
2023-0675-MEX,Flood
2023-0675-MEX,"Slide (land, mud, snow, rock)"
2023-0680-VUT,Flood
2023-0680-VUT,"Slide (land, mud, snow, rock)"
2023-0685-YEM,Flood
2023-0703-SLV,Flood
2023-0724-ITA,Flood
2023-0724-ITA,"Slide (land, mud, snow, rock)"
2023-0728-ETH,"Slide (land, mud, snow, rock)"
2023-0732-HND,Flood
2023-0733-LKA,Flood
2023-0733-LKA,"Slide (land, mud, snow, rock)"
2023-0746-MNG,Cold wave
2023-0746-MNG,Snow/ice
2023-0747-BRA,Flood
2023-0747-BRA,Lightening
2023-0747-BRA,Surge
2023-0749-ISL,Volcanic activity
2023-0754-VNM,Flood
2023-0754-VNM,"Slide (land, mud, snow, rock)"
2023-0761-BGR,Flood
2023-0761-FRA,Flood
2023-0761-TUR,Flood
2023-0761-TUR,Transport accident
2023-0763-DOM,Collapse
2023-0783-BOL,"Slide (land, mud, snow, rock)"
2023-0784-LKA,Flood
2023-0784-LKA,"Slide (land, mud, snow, rock)"
2023-0792-IND,Flood
2023-0797-TZA,Flood
2023-0802-PHL,"Slide (land, mud, snow, rock)"
2023-0803-IDN,Storm
2023-0804-DEU,Snow/ice
2023-0804-DEU,Transport accident
2023-0804-RUS,Surge
2023-0809-BDI,"Slide (land, mud, snow, rock)"
2023-0811-FJI,Flood
2023-0811-FJI,"Slide (land, mud, snow, rock)"
2023-0812-IND,Flood
2023-0812-IND,Hail
2023-0812-IND,Lightening
2023-0815-AUS,Lightening
2023-0815-AUS,Storm
2023-0824-JOR,Flood
2023-0825-CAF,Flood
2023-0825-CAF,Lightening
2023-0826-USA,Flood
2023-0826-USA,Lightening
2023-0828-AUS,Flood
2023-0831-ARG,Lightening
2023-0831-URY,Lightening
2023-0838-CHN,"Slide (land, mud, snow, rock)"
2023-0843-USA,Flood
2023-0847-ZAF,Flood
2023-0855-ZAF,"Slide (land, mud, snow, rock)"
2023-0856-AUS,Flood
2023-0856-AUS,Lightening
2023-0856-AUS,Transport accident
2023-0857-COD,"Slide (land, mud, snow, rock)"
2023-0858-COD,Flood
2023-0866-FRA,Storm
2023-0875-LSO,Flood
2023-9234-ESP,Heat wave
2023-9234-ESP,Water shortage
2023-9234-ESP,Wildfire
2023-9234-ITA,Fire
2023-9234-ITA,Pollution
2023-9390-LSO,Food shortage
2023-9390-LSO,Water shortage
2023-9706-BOL,Heat wave
2023-9868-USA,Heat wave
2023-9878-MOZ,Food shortage
2024-0001-JPN,Fire
2024-0001-JPN,"Slide (land, mud, snow, rock)"
2024-0001-JPN,Tsunami/Tidal wave
2024-0004-USA,Flood
2024-0004-USA,Severe winter conditions
2024-0005-USA,Cold wave
2024-0005-USA,Flood
2024-0005-USA,Snow/ice
2024-0005-USA,Transport accident
2024-0008-LKA,"Slide (land, mud, snow, rock)"
2024-0009-MUS,Flood
2024-0009-REU,Flood
2024-0009-REU,Surge
2024-0012-BRA,Lightening
2024-0012-BRA,"Slide (land, mud, snow, rock)"
2024-0012-BRA,Storm
2024-0015-ZAF,Lightening
2024-0020-PHL,"Slide (land, mud, snow, rock)"
2024-0036-BRA,Flood
2024-0036-BRA,Lightening
2024-0036-BRA,"Slide (land, mud, snow, rock)"
2024-0043-PHL,"Slide (land, mud, snow, rock)"
2024-0057-PHL,Transport accident
2024-0060-JPN,Snow/ice
2024-0062-USA,Flood
2024-0062-USA,"Slide (land, mud, snow, rock)"
2024-0062-USA,Snow/ice
2024-0062-USA,Storm
2024-0064-ECU,"Slide (land, mud, snow, rock)"
2024-0072-LBN,Flood
2024-0072-LBN,Snow/ice
2024-0073-MHL,Flood
2024-0074-ZAF,Flood
2024-0077-CYP,Storm
2024-0077-GRC,Hail
2024-0077-TUR,"Slide (land, mud, snow, rock)"
2024-0079-USA,Flood
2024-0079-USA,Snow/ice
2024-0092-AFG,"Avalanche (Snow, Debris)"
2024-0098-BRA,"Slide (land, mud, snow, rock)"
2024-0101-IDN,"Slide (land, mud, snow, rock)"
2024-0101-IDN,Storm
2024-0104-BRA,Flood
2024-0104-BRA,"Slide (land, mud, snow, rock)"
2024-0105-BOL,Broken Dam/Burst bank
2024-0105-BOL,"Slide (land, mud, snow, rock)"
2024-0106-THA,Flood
2024-0106-THA,Lightening
2024-0120-AFG,Cold wave
2024-0120-AFG,Flood
2024-0120-IRN,Cold wave
2024-0120-PAK,"Slide (land, mud, snow, rock)"
2024-0120-PAK,Snow/ice
2024-0123-BDI,Flood
2024-0123-BDI,Hail
2024-0129-FRA,"Avalanche (Snow, Debris)"
2024-0129-FRA,Flood
2024-0129-ITA,"Avalanche (Snow, Debris)"
2024-0129-ITA,Flood
2024-0129-ITA,"Slide (land, mud, snow, rock)"
2024-0130-IDN,Flood
2024-0137-URY,"Slide (land, mud, snow, rock)"
2024-0140-PNG,Flood
2024-0141-COD,Flood
2024-0141-COD,Lightening
2024-0141-COD,"Slide (land, mud, snow, rock)"
2024-0142-ARG,Flood
2024-0145-AFG,Cold wave
2024-0145-AFG,Snow/ice
2024-0149-IND,Flood
2024-0149-IND,Lightening
2024-0150-KEN,Broken Dam/Burst bank
2024-0150-KEN,"Slide (land, mud, snow, rock)"
2024-0152-BRA,"Slide (land, mud, snow, rock)"
2024-0153-PNG,"Slide (land, mud, snow, rock)"
2024-0156-CUB,Flood
2024-0156-CUB,Hail
2024-0162-PER,Flood
2024-0164-MOZ,Lightening
2024-0172-MDG,Flood
2024-0173-USA,Hail
2024-0183-FRA,Storm
2024-0189-TWN,"Slide (land, mud, snow, rock)"
2024-0189-TWN,Tsunami/Tidal wave
2024-0190-PAK,Flood
2024-0190-PAK,Hail
2024-0190-PAK,"Slide (land, mud, snow, rock)"
2024-0193-USA,"Avalanche (Snow, Debris)"
2024-0193-USA,Flood
2024-0198-RUS,Broken Dam/Burst bank
2024-0199-AUS,"Slide (land, mud, snow, rock)"
2024-0199-AUS,Storm
2024-0203-TZA,"Slide (land, mud, snow, rock)"
2024-0204-IDN,"Slide (land, mud, snow, rock)"
2024-0205-USA,Storm
2024-0210-KEN,"Slide (land, mud, snow, rock)"
2024-0210-KEN,Storm
2024-0219-ARE,Storm
2024-0232-BDI,"Slide (land, mud, snow, rock)"
2024-0234-CHN,"Slide (land, mud, snow, rock)"
2024-0242-THA,Flood
2024-0250-KGZ,"Slide (land, mud, snow, rock)"
2024-0263-PAK,Flood
2024-0265-CHN,Flood
2024-0266-USA,Flood
2024-0269-BRA,Broken Dam/Burst bank
2024-0269-BRA,"Slide (land, mud, snow, rock)"
2024-0270-CHN,Collapse
2024-0271-RWA,"Slide (land, mud, snow, rock)"
2024-0272-VNM,Flood
2024-0272-VNM,Lightening
2024-0277-IDN,Flood
2024-0278-HTI,Flood
2024-0280-IND,Flood
2024-0284-KGZ,"Slide (land, mud, snow, rock)"
2024-0284-TJK,"Slide (land, mud, snow, rock)"
2024-0290-IND,Collapse
2024-0291-VNM,Lightening
2024-0291-VNM,"Slide (land, mud, snow, rock)"
2024-0296-USA,Flood
2024-0296-USA,Hail
2024-0296-USA,Lightening
2024-0298-LKA,Lightening
2024-0298-LKA,"Slide (land, mud, snow, rock)"
2024-0299-DEU,"Slide (land, mud, snow, rock)"
2024-0302-ZAF,Storm
2024-0307-USA,Flood
2024-0320-BGD,Broken Dam/Burst bank
2024-0320-BGD,Surge
2024-0320-IND,Flood
2024-0320-IND,Industrial accidents
2024-0320-IND,"Slide (land, mud, snow, rock)"
2024-0327-IDN,"Slide (land, mud, snow, rock)"
2024-0340-USA,Flood
2024-0340-USA,Hail
2024-0340-USA,Lightening
2024-0350-COL,Flood
2024-0351-USA,Hail
2024-0358-VNM,"Slide (land, mud, snow, rock)"
2024-0362-CHL,Flood
2024-0362-CHL,Lightening
2024-0362-CHL,Storm
2024-0385-CIV,"Slide (land, mud, snow, rock)"
2024-0386-ECU,Flood
2024-0386-ECU,"Slide (land, mud, snow, rock)"
2024-0393-VNM,Flood
2024-0393-VNM,Lightening
2024-0395-SLV,Flood
2024-0395-SLV,"Slide (land, mud, snow, rock)"
2024-0398-CHL,Flood
2024-0398-CHL,Lightening
2024-0399-BGD,"Slide (land, mud, snow, rock)"
2024-0402-GTM,Flood
2024-0402-GTM,"Slide (land, mud, snow, rock)"
2024-0402-MEX,Flood
2024-0402-MEX,"Slide (land, mud, snow, rock)"
2024-0422-BRB,Surge
2024-0422-CAN,Flood
2024-0422-USA,Flood
2024-0422-VEN,Flood
2024-0428-NPL,"Slide (land, mud, snow, rock)"
2024-0459-NZL,Flood
2024-0459-NZL,Surge
2024-0465-KOR,"Slide (land, mud, snow, rock)"
2024-0471-MEX,Flood
2024-0471-MEX,"Slide (land, mud, snow, rock)"
2024-0473-PER,"Slide (land, mud, snow, rock)"
2024-0473-PER,Tsunami/Tidal wave
2024-0481-IND,Lightening
2024-0482-CHN,"Slide (land, mud, snow, rock)"
2024-0486-AFG,Lightening
2024-0486-AFG,Storm
2024-0487-KGZ,"Slide (land, mud, snow, rock)"
2024-0514-CHN,Collapse
2024-0518-CAN,Flood
2024-0518-USA,Flood
2024-0522-PHL,Flood
2024-0522-PHL,"Slide (land, mud, snow, rock)"
2024-0522-TWN,Flood
2024-0531-MAR,Drought
2024-0537-JPN,"Slide (land, mud, snow, rock)"
2024-0544-SDN,Broken Dam/Burst bank
2024-0568-CHN,Collapse
2024-0568-CHN,"Slide (land, mud, snow, rock)"
2024-0573-CAN,Flood
2024-0573-USA,Flood
2024-0582-CAN,Flood
2024-0596-NPL,Flood
2024-0596-NPL,"Slide (land, mud, snow, rock)"
2024-0628-THA,"Slide (land, mud, snow, rock)"
2024-0647-IND,"Slide (land, mud, snow, rock)"
2024-0647-IND,Storm
2024-0650-JPN,Flood
2024-0650-JPN,"Slide (land, mud, snow, rock)"
2024-0653-AUT,Broken Dam/Burst bank
2024-0653-CZE,Flood
2024-0653-ITA,Flood
2024-0653-ITA,"Slide (land, mud, snow, rock)"
2024-0653-POL,Broken Dam/Burst bank
2024-0653-ROU,Flood
2024-0654-CHN,Earthquake
2024-0654-CHN,Flood
2024-0654-MMR,Flood
2024-0654-MMR,"Slide (land, mud, snow, rock)"
2024-0654-PHL,"Slide (land, mud, snow, rock)"
2024-0654-VNM,Flood
2024-0654-VNM,"Slide (land, mud, snow, rock)"
2024-0657-NGA,Broken Dam/Burst bank
2024-0666-PHL,Flood
2024-0669-USA,Heat wave
2024-0671-USA,Flood
2024-0681-CHN,Flood
2024-0681-JPN,Flood
2024-0681-JPN,"Slide (land, mud, snow, rock)"
2024-0681-KOR,Flood
2024-0685-MEX,Flood
2024-0685-MEX,"Slide (land, mud, snow, rock)"
2024-0692-NPL,"Slide (land, mud, snow, rock)"
2024-0693-CUB,Flood
2024-0693-CUB,Surge
2024-0693-MEX,Flood
2024-0693-USA,Flood
2024-0693-USA,Surge
2024-0698-IDN,Industrial accidents
2024-0711-PHL,Flood
2024-0718-BIH,"Slide (land, mud, snow, rock)"
2024-0719-IND,"Slide (land, mud, snow, rock)"
2024-0722-MEX,Flood
2024-0722-MEX,Surge
2024-0722-USA,Flood
2024-0722-USA,Surge
2024-0733-LKA,Flood
2024-0746-AUS,Flood
2024-0746-AUS,Lightening
2024-0777-PHL,Flood
2024-0777-PHL,"Slide (land, mud, snow, rock)"
2024-0777-VNM,Flood
2024-0778-IND,Flood
2024-0778-IND,Surge
2024-0782-CUB,Flood
2024-0782-CUB,"Slide (land, mud, snow, rock)"
2024-0782-CUB,Surge
2024-0796-ESP,Lightening
2024-0796-ESP,Storm
2024-0801-TWN,Flood
2024-0801-TWN,"Slide (land, mud, snow, rock)"
2024-0814-USA,Flood
2024-0814-USA,Lightening
2024-0816-PAN,Flood
2024-0816-PAN,"Slide (land, mud, snow, rock)"
2024-0825-PHL,Flood
2024-0825-PHL,"Slide (land, mud, snow, rock)"
2024-0825-PHL,Surge
2024-0835-COL,Flood
2024-0835-COL,"Slide (land, mud, snow, rock)"
2024-0838-CAF,Storm
2024-0848-CUB,"Slide (land, mud, snow, rock)"
2024-0855-PHL,"Slide (land, mud, snow, rock)"
2024-0857-GTM,Flood
2024-0857-GTM,"Slide (land, mud, snow, rock)"
2024-0857-SLV,Flood
2024-0857-SLV,"Slide (land, mud, snow, rock)"
2024-0865-IDN,"Slide (land, mud, snow, rock)"
2024-0867-GBR,Flood
2024-0867-IRL,Flood
2024-0867-NLD,Lightening
2024-0874-BOL,"Slide (land, mud, snow, rock)"
2024-0881-IND,Flood
2024-0881-IND,"Slide (land, mud, snow, rock)"
2024-0881-IND,Surge
2024-0881-LKA,Flood
2024-0881-LKA,"Slide (land, mud, snow, rock)"
2024-0883-UGA,Broken Dam/Burst bank
2024-0883-UGA,Flood
2024-0894-BRA,Flood
2024-0894-BRA,Hail
2024-0898-IDN,"Slide (land, mud, snow, rock)"
2024-0901-HTI,"Slide (land, mud, snow, rock)"
2024-0902-MWI,Lightening
2024-0902-MWI,Storm
2024-0911-VUT,"Slide (land, mud, snow, rock)"
2024-0911-VUT,Tsunami/Tidal wave
2024-9075-COL,Heat wave
2024-9075-COL,Water shortage
2024-9075-COL,Wildfire
2024-9131-ZMB,Food shortage
2024-9131-ZMB,Water shortage
2024-9197-MWI,Food shortage
2024-9197-MWI,Water shortage
2024-9197-ZWE,Food shortage
2024-9197-ZWE,Water shortage
2024-9338-NAM,Food shortage
2024-9338-NAM,Water shortage
2024-9381-GRD,Water shortage
2024-9592-AGO,Food shortage
2025-0002-USA,Cold wave
2025-0002-USA,Transport accident
2025-0008-USA,Storm
2025-0018-ETH,Volcanic activity
2025-0048-FRA,Flood
2025-0048-ITA,"Slide (land, mud, snow, rock)"
2025-0053-BRA,Storm
2025-0072-BRA,Flood
2025-0072-BRA,Lightening
2025-0084-BOL,"Slide (land, mud, snow, rock)"
2025-0106-USA,Cold wave
2025-0106-USA,Flood
2025-0106-USA,"Slide (land, mud, snow, rock)"
2025-0106-USA,Snow/ice
2025-0132-ECU,Flood
2025-0132-ECU,"Slide (land, mud, snow, rock)"
2025-0138-PER,"Slide (land, mud, snow, rock)"
2025-0142-GEO,Snow/ice
2025-0144-REU,"Slide (land, mud, snow, rock)"
2025-0150-IDN,"Slide (land, mud, snow, rock)"
2025-0152-MDG,Flood
2025-0157-ECU,Earthquake
2025-0157-ECU,Flood
2025-0157-ECU,"Slide (land, mud, snow, rock)"
2025-0158-MOZ,Flood
2025-0173-THA,Hail
2025-0173-THA,Lightening
2025-0182-USA,Fire
2025-0183-ITA,"Slide (land, mud, snow, rock)"
2025-0188-IDN,"Slide (land, mud, snow, rock)"
2025-0217-IND,Flood
2025-0217-IND,Hail
2025-0217-IND,Lightening
2025-0230-HRV,"Slide (land, mud, snow, rock)"
2025-9122-SOM,Food shortage
